,ASN,Count,AS_Name,AS_Country
51598,60323,209,SPNT-AS Szczecinski Park Naukowo - Technologiczny Sp. z o.o., PL
51599,199826,218,IQSTC-IQ IRAQ SMART TECHS LLC, IQ
51600,49896,161,SI-JAPET Japet d.o.o., SI
51601,213070,76,MEDIAM-INT-AS Mediam Oy, FI
51602,60297,1148,CG-UK Capgemini UK plc, GB
51603,24796,493,NaMeX-IxP NAMEX CONSORZIO, IT
51604,34356,1152,FCNISP Fiber Communication Network S.A.R.L, LB
51605,60266,707,EMBEDIT-AS Home Credit International a.s., CZ
51606,51491,219,SYSGROUP-WALES SysGroup plc, GB
51607,60252,205,"OST-LLC-AS ""OBIT"" Ltd.", KZ
51608,60316,2592,RGI-AS RS Gesellschaft fuer Informationstechnik mbH & Co.KG, DE
51609,206301,78,ruprofit-01 ProfIT LLC, RU
51610,16055,301,AADD-AT AADD GmbH, AT
51611,200061,84,UMJ-MSS-AS Gmina Miasta Jaworzna, PL
51612,8922,277,ASN-Tnet T.net S.p.A., IT
51613,60237,85,theWestBrom West Bromwich Building Society, GB
51614,60243,1300,GM-RADOM Gmina Miasta Radomia, PL
51615,60241,1538,HUBS-EDIN High-Speed Universal Broadband Services C.I.C., GB
51616,60333,218,UOMCOMM The University of Manchester, GB
51617,60229,150,DEMONWARE Demonware Limited, IE
51618,60214,145,MAINTS Maints Limited, IE
51619,199861,144,SU-AS-1 Super Uydu Telekominikasyon Haberlesme Hizm. Ltd. Sti., TR
51620,200102,156,ALMERYS Almerys SAS, FR
51621,60172,485,YARNET-KALUGA YARNET LLC, RU
51622,51221,284,LMAX-HOSTING LMAX Limited, GB
51623,60200,485,VCC-UK Victor Connect Ltd., GB
51624,197516,130,ECOCLEANBG-AS Eco Clean BG Ltd, BG
51625,398273,168,FIRMTRADE-AS, VG
51626,60239,428,FIRMTRADE-AS Firm Trade Corporation Ltd., NL
51627,62154,213,Noction-AS Nocsoft S.R.L., MD
51628,60260,677,I-LINE-AS I-Line Srl, IT
51629,60260,677,"LLNW-AE Limelight Networks, INC.", EU
51630,60173,82,"oschadnybank Joint Stock Company ""State Savings Bank of Ukraine""", UA
51631,62123,231,RT-AS Rapid Telecommunications W.L.L., BH
51632,200172,420,"microimpuls LLC ""MICROIMPULS""", RU
51633,62401,148,PITN2 Node4 Limited, GB
51634,200164,222,RHG-AS The Random House Group Limited, GB
51635,201365,466,EU-CHX Nagravision SA, CH
51636,42570,201,EU-CH-KS_portscanning Nagravision SA, CH
51637,200171,154,"QN-AS SIA ""QUINTO NETWORKS""", LV
51638,206288,202,VIMMERBYKOMMUN-KH Vimmerby kommun, SE
51639,206288,202,"sabis Sabadell Information Systems, S.A.", GB
51640,62145,294,Bango BANGO.NET Ltd, GB
51641,62409,292,OCEANS-AS XFERA Moviles S.A., ES
51642,8249,376,TOTCOM-AS PJSC Rostelecom, RU
51643,8249,376,"NFX_ZSPO FreeTel, s.r.o.", CZ
51644,62440,696,TERRALINK-AS Terralink LLC, RU
51645,62451,75,KABELSEEFELD-AS Ing. Rudolf Geiger & Co, AT
51646,62450,117,STALCO-AS TELECOMPROEKT Ltd., RU
51647,62437,171,DCC Datacenter Consulting BVBA, BE
51648,200168,492,TelenorInpli Telenor Norge AS, NO
51649,62251,407,DREAMLESS-AS Dremuchij Les Ltd, RU
51650,39842,144,CFE COMPAGNIE D'ENTREPRISES CFE S.A., BE
51651,200150,72,EMBER Ember AB, SE
51652,202186,149,BONE-AS Babyone Franchise- und Systemzentrale GmbH, DE
51653,204095,235,crif-ag-ch CRIF AG, CH
51654,35733,594,EURID EURid vzw, BE
51655,200147,1049,ASHTL Hosting Techniques Limited, GB
51656,206734,76,DCDN Digita Oy, FI
51657,62403,440,DISKGROUP Disk Group Ltd., CZ
51658,59661,233,Telekom365-AS LLC Telekom365, RU
51659,59661,233,"DOCUS-EMEA-PROD DocuSign, Inc.", NL
51660,199752,294,Go-Trex Go-Trex Holding BV, NL
51661,200134,385,IPCONNECT IP-Connect AB, FI
51662,200134,385,"FLEXSOFT-AS FlexSoft, JSC", RU
51663,62405,247,,
51664,200133,353,CHU-AS SCRL Intercommunale de Sante Publique du Pays de Charleroi, BE
51665,200129,838,LHISP LHISP S.A., LU
51666,200129,838,"DIGITALOCEAN-ASN-1 DigitalOcean, LLC", EU
51667,62427,243,AS-112UA 112-TV Production LTD, UA
51668,200113,160,NType Ntype Ltd., RU
51669,200127,1274,SIP Smart IP (SIP) Limited, MT
51670,199872,128,wissol-group-cloud JSC Wissol Petroleum Georgia, GE
51671,199895,152,AAUJ-AS Arab American University, PS
51672,199727,438,asten-cloud-idf EVOTYS SARL, FR
51673,16222,79,Autokontinent Fort Ltd, RU
51674,3227,77,Live_in_Sky_Ltd Live in Sky Ltd, RU
51675,62368,90,Omnnea Taif Al Omnnea for the Distribution of Communication equipments Ltd, IQ
51676,200073,594,NEST2-AS NEST2 SPA, IT
51677,65540,34,,
51678,65535,16,,
51679,200097,330,NETSAAP S A and A stroi proekt EOOD, BG
51680,62391,201,COMM-IT Comm-IT EDV DienstleistungsgmbH, AT
51681,200089,377,AMSSYSSTEM AMS SYSTEM sp. z o.o., PL
51682,200087,173,ONNISYS-AS Onnisys Oy, FI
51683,49220,279,airit-as AirIT Services GmbH, DE
51684,200086,832,SYNERGY Synergy Networks GmbH, DE
51685,51324,1913,EXARING Exaring AG, DE
51686,210156,409,RSI-INFORMATIQUE REGIONAL SYSTEME INFORMATIQUE SARL, FR
51687,199903,154,NICESYSTEMSUK-E1 NICE SYSTEMS UK LTD, GB
51688,62382,421,KDV LLC KDV Grupp, RU
51689,199946,218,Ctalk Ctalk Limited, GB
51690,62172,523,Neonix Neonix Web Services Limited, GB
51691,210318,1728,c-o-as CAPITAL OUTSOURCING SAL, LB
51692,210318,1728,"Beteling Beteling, Consultoria e Ingenieria S.L.", ES
51693,200047,121,,
51694,200071,156,KRESCO-AS Kresco B.V., NL
51695,3204,1520,XTOM-EE xTom OU, EE
51696,62373,154,SINGERL-AS Christian Singerl, AT
51697,22634,614,UBISOFT-COM, CA
51698,8361,341,UBISOFT-AS Ubisoft International SAS, FR
51699,200046,73,SmythCablevision Smyths Audio and Video Systems Ltd., IE
51700,200046,73,"LIVEOPS LiveOps, Inc", GB
51701,199999,156,BNNIT AKVA group Software AS, NO
51702,200049,313,Compland-AS MBL International East Computerland-Kiev Ltd, UA
51703,62141,77,CNRHONE-AS COMPAGNIE NATIONALE DU RHONE S.A., FR
51704,62297,412,WEBSALE WEBSALE AG, DE
51705,58005,206,ONEVOICE-AS One Voice AS, NO
51706,200008,391,PIRUM-AS Pirum Systems Limited, GB
51707,62363,289,EGW-AS Ertl & Gross OG, AT
51708,205938,201,DKUUG Dkuug/Dansk UNIX-system Bruger Gruppe, DK
51709,205938,201,"BGS-AS BALLY GAMING & SYSTEMS, SAS", FR
51710,205235,517,LABITAT Labitat, DK
51711,62176,76,EZETRADING EZE A.S., CZ
51712,200045,432,ZeroGravitet-AS Zero Gravitet Limited Liabillity Company, AL
51713,200035,155,UNITECSYS-AS JSC Preprocessing Settlement Center, RU
51714,199828,146,Inet-Plc-AS I-Net Communications Group PLC, GB
51715,200037,324,Globetech Globetech AS, NO
51716,395651,214,TAHOEIX, US
51717,62356,78,ITNOVATION-AS IT-Novation LLC, RU
51718,199757,76,"RU-NTIMT-AS FSE ""NTIMT""", RU
51719,200025,320,MAADEN Saudi Arabian Mining Company (Ma'aden) JSC, SA
51720,61262,574,GLOBE-35-61262, US
51721,49034,281,LAUDERT Laudert GmbH + Co. KG, DE
51722,199905,284,AS_TRIANGULO TRIANGULO DE CONTROL G-3 S.A., ES
51723,62332,3382,ASN-TELPLAY Telplay SL, ES
51724,207369,78,,
51725,200015,247,Livetex Livetex LLC, RU
51726,207472,77,Livetex-2 Livetex LLC, RU
51727,200003,501,DE-TUEVNORD-H TUEV NORD Service GmbH & Co KG, DE
51728,199998,277,UNOTELEFONI Soluno BC AB, SE
51729,202180,74,QVANTEL Qvantel Finland Oy, FI
51730,57977,864,ISVTEC ISVTEC SARL, FR
51731,199993,641,DNSPT Associacao DNS.PT, PT
51732,59933,682,SENSICAL Sensical Services Limited, GB
51733,206063,223,OPB CompuGroup Medical Deutschland AG, DE
51734,205660,149,OPB-DUS CGM IT Solutions & Services GmbH, DE
51735,62286,78,PCM-AS PremierKom OOO, RU
51736,62259,323,Intelesi_LLC Intelesi LLC, UA
51737,199427,81,"DataHarbour-AS Limited Liability Company ""DataHarbour""", RU
51738,199984,497,BILROM Bilrom Bilisim ve Medya Hizmetleri Sanayi ve Ticaret A.S., TR
51739,203096,580,BUNQ-AS bunq B.V., NL
51740,199981,390,ZGLBP-AS ZAKLAD GOSPODARKI LOKALOWEJ SP. Z O.O. W BIALEJ PODLASKIEJ, PL
51741,199966,74,"PROGNOZ-AS JSC ""RetnNet""", RU
51742,62317,302,Macnetix-GmbH TRIAX GmbH, DE
51743,62276,76,DATASTREAMING-AS Michael Gottsberger, AT
51744,62276,76,"RASANEH-AS Rasaneh Pardaz Sepahan Co., Private Joint-Stock", IR
51745,199781,609,ITTOTAL IT-Total Sweden AB, SE
51746,62301,142,,
51747,16242,167,MHS mhs internet AG, CH
51748,202264,83,REA Regio Energie Amriswil, CH
51749,199859,75,NEXIM NOZEWNIK ANDRZEJ trading as NEXIM, PL
51750,201764,405,MGMTP mgm technology partners GmbH, DE
51751,199900,78,ASN-BEDSYS Bedriftssystemer AS, NO
51752,61101,8,EURONET-DRUZH-AS Euronet-Druzhkovka LLC, UA
51753,52045,8,VIZIT-AS PTRC-VIZIT, UA
51754,201318,204,SuedwestfalenIT-AS Suedwestfalen-IT, DE
51755,197491,977,AII-NET Applied International Informatics GmbH, DE
51756,199964,202,GSTPL GST Automotive Safety Poland Sp. z o.o., PL
51757,33986,516,ASN-REDDER Redder Telco s.r.l., IT
51758,199953,480,COI Centralny Osrodek Informatyki, PL
51759,199954,156,BYSTROBANK-AS Open Joint-stock Company BystroBank, RU
51760,199938,636,NETZWERGE Netzwerge GmbH, DE
51761,62283,385,DFW-AS DFW LLC, RU
51762,199933,203,ELEKTRANET-AS Elektranet Ltd., RU
51763,57325,82,AS204765 123Telcom BV trading as Partell, NL
51764,62254,77,VISION2099 Vision 2099 AB, SE
51765,62252,74,KSB-GE-AS JSC Kor Standard Bank, GE
51766,199951,76,,
51767,62293,154,,
51768,62274,71,IKTISAT-AS KIBRIS IKTISAT BANKASI LIMITED (CYPRUS ECONOMY BANK LIMITED), CY
51769,199869,366,DUCAS1 Diyar United Trading & Contracting Company LLC / Mohammed Marouf & Co., KW
51770,208703,438,CSDI Central Securities Depository of Iran Public Company, IR
51771,20873,74,ASP5 P-Five Ltd, UA
51772,62267,75,NET365 Legend Telecom Ltd, GB
51773,199942,74,CHEOPS Cheops Technology NV, BE
51774,202060,209,VIDDY-AS viddy Networks - Marius Eikenes, NO
51775,199321,352,INTESYS-AS Intesys Networking Srl, IT
51776,56784,358,"MultiHOST-as Limited liability company ""MultiHOST MSK""", RU
51777,62263,146,HooshErtebat Hosh Ertebat Zarandieh (Zarandieh Communication Intelligence) Company LLC, IR
51778,201314,84,ASN-GIGABIT Aleksandra Sydor trading as Gigabit, PL
51779,199937,590,ANWB ANWB B.V., NL
51780,206250,77,AS_ALLSYSTEMS Allsystems B.V., NL
51781,201835,74,"MFC-AS ""State Institution of the Yamal-Nenets autonomous district Multifunctional Centre of state and municipal services""", RU
51782,203361,268,axiansconnect MASSELIN COMMUNICATION SAS, FR
51783,199935,207,POLYMAG POLYMAG SAS, FR
51784,199913,340,SoyTIC Nethits Telecom Solutions S.L., ES
51785,12924,737,VIAES-AS Nethits Telecom Solutions S.L., ES
51786,200939,286,LME-Iraq LUKOIL Technology Services GmbH, AT
51787,34869,76,EKANET-AS INSYS LLC, RU
51788,62248,548,MODIRUM MODIRUM MDPAY OU, NO
51789,199907,481,RadeNetwork RADE Bilisim ve Internet Hizmetleri Limited Sirket, TR
51790,208426,77,BRUSS Laboratoria Medyczne Bruss Grupa Alab Sp. z o.o., PL
51791,201958,958,ADP-EUROPE ADPGSI FRANCE, FR
51792,62223,213,Time-Net Time-Net Private Company for Internet and Wireless Services Ltd., IQ
51793,62223,213,"BullhornUK Bullhorn, International Limited", GB
51794,199710,441,PERFORM-AS DAZN MEDIA SERVICES LIMITED, GB
51795,42764,460,ORG-AS304-RIPE Arpitel s.r.l., IT
51796,62227,482,CLOUDHELIX CLOUDHELIX LIMITED, GB
51797,202746,1669,EUROPEER-AS Europeer Ltd., DE
51798,54876,893,ROKABEAR, US
51799,201084,81,GENERIS-SYSTEM Generis System Telecom SAS, FR
51800,62218,77,ULTRATELECOM-AS Ultra Telecom Ltd., RU
51801,62244,202,WBTSUK-AS Watch Tower Bible and Tract Society of Britain, GB
51802,25496,413,ZT-AS ZSR - ZT Bratislava, SK
51803,49344,586,ZIRON Ziron Limited, GB
51804,25192,2126,,
51805,20701,401,,
51806,199810,85,UMBB-INET Urzad Miasta Bielsko Biala, PL
51807,199848,73,SYSTEMATIC Systematic Software Engineering A/S, DK
51808,58206,73,CRONOS-NL Cronos NV, NL
51809,202037,784,INGISP-AS ING Shared Services B.V., PL
51810,199880,347,LDS_EA Kirche Jesu Christi der Heiligen der Letzten Tage, DE
51811,199811,597,wifx Wifx Sarl, CH
51812,61959,41,"INFORMSERVICE-AS PE ""MP Trade""", UA
51813,62221,317,,
51814,62137,216,manzoomeh Manzoomeh Negaran Co. (PJS), IR
51815,62202,77,UTB-AS Union Technique du Batiment Societe cooperative a forme anonyme a capital variable, FR
51816,24824,297,WEISS-ASN Gebrueder-Weiss GmbH, DE
51817,198290,299,AS-GITS Global IT Services PSF SA, LU
51818,206833,242,snell Snell Cuenca Minera S.L, ES
51819,49683,3796,MASSIVEGRID MASSIVEGRID LTD, GB
51820,208210,322,TCHADELICARD-AS Tchadel Icard, FR
51821,39421,271,SAPINET-AS Sapinet, FR
51822,199850,174,NEDSOLUTIONS NedSolutions B.V., NL
51823,62186,200,Gjovik-kommune Gjovik Kommune, NO
51824,62198,294,ACFC-AS Melal Credit Company (Public Joint Stock), IR
51825,62193,209,BCIX-AS BCIX Management GmbH, DE
51826,199849,288,"apa-as ""Gostaresh Etrtebatate Apadana"" Ltd.", IR
51827,204639,292,H-Tech H-Tech EOOD, BG
51828,62177,203,oscon oscon itk GmbH, DE
51829,62177,203,"Master_IT_Technologies MASTER IT Technologies, a.s.", CZ
51830,201881,148,FUNET-AS Martin Reisenhofer, AT
51831,206097,76,FUNET-GRAZ Martin Reisenhofer, AT
51832,208857,290,LUWY-TVIT LUWY TV-IT GmbH & Co KG, AT
51833,199844,75,RARIK RARIK ohf., IS
51834,199829,189,Spiegel-AS SPIEGEL-Verlag Rudolf Augstein GmbH & Co. KG, DE
51835,62138,76,AU-ASN Aarhus Universitet, DK
51836,62171,290,VPWR V-Power Srl, SM
51837,21489,1846,SHAPE-AS The North Atlantic Treaty Organization, BE
51838,60259,191,SIMAFELAGID-ASN Nova hf, IS
51839,62199,221,VERNEGLOBAL-IS Verne Real Estate II ehf, IS
51840,199799,211,SOUNDMOUSE Soundmouse Ltd, GB
51841,201301,572,soundmouse-babcock Soundmouse Ltd, GB
51842,199722,393,,
51843,199800,202,VORGUVARA Vorguvara AS, EE
51844,199805,816,UGO-AS UGO LLC, RU
51845,199805,816,"DCIT-AS-CZ DCIT, a.s.", CZ
51846,199790,265,IPTelecomBulgaria-AS IP Telecom Bulgaria, BG
51847,202041,250,ADMC-AS Abu Dhabi Media Company PJSC, AE
51848,199795,74,ONEMARKETING ONE Marketing A/S, DK
51849,201903,74,EVORIO-AS Evorio Limited, GB
51850,199783,629,H24-FR-AS HEBERG-24 SAS, FR
51851,61952,204,COULDEE OU cloud.ee, EE
51852,201220,77,GRUPPOEURIS-AS Gruppo EURIS Spa, IT
51853,62090,428,RANDERS-KOMMUNE-DK Randers Kommune, DK
51854,201556,105,VIDEOLINE Videoline LLC, RU
51855,203810,296,hostturka CND Medya Reklam ve Internet Hizmetleri Tic. Ltd. Sti., TR
51856,62139,223,GOTTEX Gottex Brokers SA, CH
51857,42600,381,GMSU-NET Global Message Services Ukraine LLC, UA
51858,62134,74,,
51859,199776,144,FILIPPETTI Filippetti Spa, IT
51860,62096,75,EIT-AS Enables IT Limited, GB
51861,62125,386,Peopleware Peopleware ICT Solutions B.V., NL
51862,199748,219,CCN-UK Cotswold Community Networks Limited, GB
51863,39599,312,TALEX-AS Talex S.A., PL
51864,60126,73,ON2IT ON2IT B.V., NL
51865,62117,160,Seldico-AS Subsidiary with 100 percent foreign investment SELDIKO, UA
51866,204130,78,,
51867,206960,237,NETCSA NET COMPUTER GROUP S.A., BE
51868,199756,79,DPWORLDBE DP World Antwerp Holding NV, BE
51869,60156,203,SDI-AS Solution Design Inc Oy, FI
51870,202339,228,sinet-as SINET SRL, IT
51871,61956,278,TCC TCC The Computer Company B.V., NL
51872,62102,403,ISE-AS Informacni sluzby energetika a.s., CZ
51873,52059,468,IDB International Development Bank for Islamic Investment and Finance (P.S.C), IQ
51874,62097,374,VAN-DIJK The Learning Network B.V., NL
51875,62104,146,CSISP Computer Service Internet Service Provider S.L., ES
51876,200411,77,OT-PULSATION-2-AS Oceanet Technology SAS, FR
51877,199733,422,EXTRAHOST-AS Extrahost GmbH, AT
51878,62047,48,KAT-OpenPeering-EPIX Stowarzyszenie e-Poludnie, PL
51879,206665,72,netrik BOLT BVBA, BE
51880,199711,443,NBU-AS National Cyber and Information Security Agency, CZ
51881,61148,76,DT-TELECOM-AS DT Telekomunikasyon Bilisim ve Dayanikli Tuketim Mallari Servis Hizm. Turizm ve Insaat Tic. Ltd. Sti., TR
51882,30758,76,CTURK-POP-PEERING DT Iletisim Hizmetleri A.S., TR
51883,59887,75,ETCBASE-POP-PEERING DT Iletisim Hizmetleri A.S., TR
51884,200933,74,TERANET-HU-AS Teranet.hu Szolgaltato Kft, HU
51885,59868,73,Vaporvm Vaporvm IT services JLT, AE
51886,8299,231,INFOTEL-AS JVC INFOTEL, RU
51887,202210,70,Renta4_AS RENTA 4 BANCO S.A., ES
51888,62086,205,VIADE VIA-ONLINE GmbH, DE
51889,199728,654,DATA-LINE-KHB Data-Line LLC, RU
51890,199744,440,ITESYS-AS itesys srl, IT
51891,59621,66,FloNetworks-AS Flo Networks Limited, GB
51892,198000,154,"SMPOLNOC Spoldzielnia Mieszkaniowa ""Polnoc""", PL
51893,62070,80,CoralTM-AS CORAL TRAVEL MARKET LLC, RU
51894,199729,508,MOE Ministry of Education, KW
51895,199708,429,IT-Finance IT-Finance SARL, FR
51896,202174,77,EMSP-AS EM Software Partners AS, NO
51897,201946,146,DP-DATA-AS CORPO VIGILI GIURATI - S.P.A., IT
51898,25516,158,INIT-AS init AG fuer digitale Kommunikation, DE
51899,199712,379,YULPA YULPA SAS, FR
51900,204066,85,WRO-SAW-AS Sad Apelacyjny we Wroclawiu, PL
51901,204244,150,GLNET-AS GLNET Sp.z.o.o., PL
51902,59886,704,LayerSistem Layer Sistem tic. ltd. sti., TR
51903,201405,232,ACC-ICT-PHC-A ACC ICT B.V., NL
51904,201403,232,ACC-ICT-PHC-D ACC ICT B.V., NL
51905,42783,172,ACP-AT-AS ACP IT Solutions GmbH, AT
51906,199706,154,BLOCK-AS Block Solutions Ltd, GB
51907,29316,338,OH22-AS oh22systems GmbH, DE
51908,202235,74,CSD-COMMS UK On-line Agri-sales Limited, GB
51909,202234,390,"SemanticNetwork ""Semantic"" LLC", RU
51910,202152,233,BLOCKET-AS Blocket AB, SE
51911,202217,205,WILKENRZ-AS Wilken Data Service Center GmbH, DE
51912,56494,368,ETISALCOM-CORP Etisalcom Bahrain Company W.L.L., BH
51913,202223,297,GE-ODREX-AS Odrex Software LLC, GE
51914,202178,77,UKPRISS Pink Rose Information System Services Ltd., GB
51915,201856,230,MDCPRISS Pink Rose Information System Services Ltd., RU
51916,202073,73,ABS-ACLOUD-CLIENTS1 Itego a.s., CZ
51917,62002,201,RISSAKRAFTLAG-AS Rissa Kraftlag SA, NO
51918,202215,586,,
51919,202216,72,KRIMF-AS Kriminalforsorgen, DK
51920,61995,84,KRK-AS KRK sistemi d.o.o. za telekomunikacije, HR
51921,202212,205,DWEBS-AS DWebs Ltd, GB
51922,62031,1470,SOWNET-AS Tomasz Gasior trading as Sownet, PL
51923,201866,234,OCEANCO Alblasserdam Yachtbuilding B.V., NL
51924,202214,356,OBSERVATOIRE Secretariat General de la Defense et de la Securite Nationale, FR
51925,202214,356,"IDS INFORMATIQUE DE SECURITE (IDS), SAS", FR
51926,201978,1829,OSBIL Osbil Technology Ltd., CY
51927,202202,79,SPEC-TECH-AS Special Technologies ltd., RU
51928,200711,410,INM Telia Inmics-Nebula Oy, FI
51929,62024,229,PACS SIHTASUTUS EESTI TERVISHOIU PILDIPANK, EE
51930,203906,71,PERH Sihtasutus Pohja-Eesti Regionaalhaigla, EE
51931,202148,183,BOYLESPORTS-AS Boylesports Limited, IE
51932,201876,443,NEFILI Nefili SAS, FR
51933,199786,212,STUTE-AS STUTE Logistics (AG & Co.) KG, DE
51934,208780,78,ASANDIAL Andial Ltd., RU
51935,200381,82,ASZHUKOVSKY PE Zhukovsky Aleksandr, UA
51936,50203,219,UK-Reynolds-ASN Reynolds and Reynolds Limited, GB
51937,202075,217,MOBITION-AS Mobition BV, NL
51938,202179,75,IDS-AS Intercom Data Service sh.p.k, AL
51939,202194,552,EDSI-Tech EDSI-Tech Sarl, CH
51940,61042,286,SCOPETECHNOLOGY Scope Advanced Technology SA, CH
51941,62022,205,ESPOO-FI City of Espoo, FI
51942,39147,83,BOOKCLUB-AS Subsidiary Enterprise with Foreign Shares Book Club Family Leisure Club, UA
51943,202163,154,ALENIA-AS Leonardo S.p.A., IT
51944,205424,1297,ulunet Ulunet Internet ve Iletisim Hizmetleri San. ve Tic. Ltd. Sti., TR
51945,60786,1121,AvaMehr_ASN Ava Mehr Informatics Company (Private Joint Stock), IR
51946,202123,231,NAZ Nationale Alarmzentrale, CH
51947,51060,843,LANDTECH-AS LandTech Sp. z.o.o., PL
51948,201169,78,SNPDC-AS SNP POLAND sp. z o.o., PL
51949,201169,78,"ANA-AS ANA - Aeroportos de Portugal, SA", PT
51950,203310,74,Service-Agency-Of-Mia-AS Ministry of Internal Affairs, GE
51951,62050,77,PL-AMICA AMICA WRONKI SA, PL
51952,201940,82,DVU-AS Stichting Synergos, NL
51953,61963,75,markavip Marka VIP General Trading LLC, AE
51954,60162,358,CLOUDDC-AS LLC IMT, RU
51955,62017,160,CGATE-AS Commercegate Ireland LTD, IE
51956,61984,205,RC-AS Reseau Concept SARL, FR
51957,59666,243,ZETTALINE-AS FORTEX CJSC, RU
51958,62011,150,ASUNHFREE UNHfree.net z.s., CZ
51959,210207,1,Overheidspeering baten-lastendienst Logius, NL
51960,202146,303,Alpaky A.R.C. Rete 101 S.r.l., IT
51961,47644,293,TBCBank JSC TBC BANK, GE
51962,61982,146,SCHLICHTNER Wolfgang Schlichtner trading as SchlichtnerProjecting e.U., AT
51963,204273,201,VEEPEE-SDN SPIE Cloud Services SAS, FR
51964,61987,79,PTSIT PTS Group AG, DE
51965,202131,204,Wave-net ISP Alliance a.s., CZ
51966,60131,159,HIGH5-NL High5! B.V., NL
51967,59789,363,atcismogmbh CISMO Clearing Integrated Services and Market Operations Gmb, AT
51968,60102,327,SOVA-CAPITAL Sova Capital Limited, GB
51969,198101,496,,
51970,61966,146,EDCASN FMA Bilisim Teknolojileri Sanayi ve Ticaret LTD STI, TR
51971,202094,74,FINDERNET FINDER SpA, IT
51972,202114,465,Blue_Sky_Systems Blue Sky Systems Limited, GB
51973,59984,284,,
51974,61981,213,MACH3NET Mach3net s.r.o., CZ
51975,201828,76,NEWTECH NEWTECH INTERACTIVE, FR
51976,201277,389,Eloquent-AS Eloquent Technologies Ltd, GB
51977,202095,75,RCS RCS MediaGroup S.p.a., IT
51978,39172,288,MERKEZ-AS Merkezi Kayit Kurulusu Anonim Sirketi, TR
51979,202093,377,Viaplay Viaplay AB, SE
51980,15691,1716,LEONET-AS-IT Leonet srl, IT
51981,59770,359,"GARANT-AS ""KT MAZ""LLC", BY
51982,208623,79,SEMAYRA Semayra Web Services Private Limited, NL
51983,60158,160,PL-PPNT-DC-AS FUNDACJA UNIWERSYTETU IM. ADAMA MICKIEWICZA W POZNANIU, PL
51984,39714,78,AS-IPSWICH-KG Ipswich LLC, KG
51985,204118,78,carscpa Centro Agroalimentare Roma C.A.R. S.c.p.A., IT
51986,202096,851,MUSEECONFLUENCE Musee des Confluences EPCC, FR
51987,39217,1017,ELMEC-AS ELMEC INFORMATICA S.P.A., IT
51988,60094,205,REDBRIDGE RedBridge AB, SE
51989,61969,298,TEAMINTERNET-AS Team Internet AG, DE
51990,202008,707,DATEK-INST DATEK INSTALLASJON AS, NO
51991,202311,276,AEDB-AS-01 Aremark EDB AS, NO
51992,47237,1397,NURTELECOM-AS-RIPE NUR Telecom LLC, KG
51993,60161,688,SAUAS Salman Bin Abdulaziz University, SA
51994,43800,246,ganesh-consulting Ganesh Hosting SARL, CH
51995,202024,1080,FEDnetAS1 Telecommunication Regulatory Authority, AE
51996,60163,1188,KEKLOLWTF-AS KEKLOLWTF AS, NO
51997,202078,75,MIXAS Mix LLC, RU
51998,201883,75,G-Star G-Star Raw C.V., NL
51999,201954,78,EUROPOLGAZ-AS System Gazociagow Tranzytowych EUROPOL GAZ S.A., PL
52000,202032,222,GOLINE GOLINE SA, CH
52001,203993,479,STEFFANN-DC-AS S.J.M. Steffann, NL
52002,208492,213,VNG-NAT64 S.J.M. Steffann, NL
52003,201723,738,RVDMEIJDEN-AS R. van der Meijden, NL
52004,51938,220,MEDSYSTEMS MedSystems s.a.l., LB
52005,205810,412,LOP-LAN-AS Bartosz Koterba, PL
52006,205810,412,"sfm-pop Supply Frame, Inc.", DE
52007,60008,219,ALERTLOGIC Alert Logic UK LTD, GB
52008,199906,105,"MCCME-AS Non-State Educational Institution ""Moscow Center for Continuous Mathematical Education""", RU
52009,208357,80,"MCCME-CPM-AS Non-State Educational Institution ""Moscow Center for Continuous Mathematical Education""", RU
52010,60164,377,WEBTREKK-AS Webtrekk GmbH, DE
52011,202055,392,QematAlwasat Qemat Al-Wasat Company, IQ
52012,204249,339,"PAIK-LTD ""PAIK"" Company for Communication and General Trade Importation& Exportation Limited", IQ
52013,60157,790,ANTHEUS Antheus Telecom Ltd, GB
52014,204577,73,LINZNET-GER-AS LinzNet Internet Service Provider GmbH, DE
52015,202606,141,EXCEPTION-AUT-SYS Exception B.V., NL
52016,201984,448,ESOLUTIONS-AS E-Solutions bvba, BE
52017,12315,837,QSP-AS Quality Service Provider BV, NL
52018,202063,228,Admiral-Markets Admiral Markets AS, EE
52019,60755,434,ASN-KomputerLAN Lukasz Istek KomputerLAN, PL
52020,201968,103,Mextal Mextal B.V., NL
52021,62005,90,AdNet-Telecom Layo Net SRL, RO
52022,44817,78,MESSERKNECHT-AS DATAGROUP Bremen GmbH, DE
52023,203487,252,eOffice eOffice Network d.o.o., RS
52024,204659,214,ANLX-AS Antares-NetlogiX Netzwerkberatung GmbH, AT
52025,206299,284,ASValcom Nada Sinopoli trading as Valcom Calabria, IT
52026,60153,419,Tachodata Tachodata A/S, DK
52027,60153,419,"connectria-asn-1 Connectria, LLC", NL
52028,60155,82,OrionDigtalServicesAS Orion Digital Services Ltd., IE
52029,12857,1857,TDS Fujitsu TDS GmbH, DE
52030,28918,1080,DETDSRZ4 Fujitsu TDS GmbH, DE
52031,205867,202,FJ-CE-LAB Fujitsu TDS GmbH, DE
52032,201981,130,MeusburgerGeorgGmbH Meusburger Georg GmbH & Co KG, AT
